split,dataset,example_id,condition,evidence_recall,precision,mrr,ndcg,any_hit,path_completion,missed_evidence,requested_chunks,requested_token_budget,materialized_chunks,materialized_tokens,selected_chunk_ids,positive_chunk_ids,positive_indices,graph_facets,graph_edges,graph_memory_bytes,graph_ms,cluster_ms,score_ms,selection_ms,routing_ms,cluster_iterations,cluster_converged,peak_graph_gpu_bytes,device
test,musique,2hop__10620_49084,graph_label_propagation,0.18181818181818182,0.5,1.0,0.5855700749881525,1.0,0.0,0.8181818181818181,4,128,0,0,benchmark://musique/2hop__10620_49084#chunk=65|benchmark://musique/2hop__10620_49084#chunk=20|benchmark://musique/2hop__10620_49084#chunk=64|benchmark://musique/2hop__10620_49084#chunk=60,benchmark://musique/2hop__10620_49084#chunk=10|benchmark://musique/2hop__10620_49084#chunk=4|benchmark://musique/2hop__10620_49084#chunk=5|benchmark://musique/2hop__10620_49084#chunk=6|benchmark://musique/2hop__10620_49084#chunk=62|benchmark://musique/2hop__10620_49084#chunk=63|benchmark://musique/2hop__10620_49084#chunk=64|benchmark://musique/2hop__10620_49084#chunk=65|benchmark://musique/2hop__10620_49084#chunk=7|benchmark://musique/2hop__10620_49084#chunk=8|benchmark://musique/2hop__10620_49084#chunk=9,2|34|45|56|59|60|61|62|65|66|67,5,56,2072,6.9089001044631,46.98039987124503,1.1534998193383217,1.0598001535981894,56.10259994864464,6,0,9430016,cuda
test,musique,2hop__10620_49084,paper26_bm25,0.09090909090909091,0.25,0.5,0.24630238874073,1.0,0.0,0.9090909090909091,4,128,0,0,benchmark://musique/2hop__10620_49084#chunk=40|benchmark://musique/2hop__10620_49084#chunk=65|benchmark://musique/2hop__10620_49084#chunk=20|benchmark://musique/2hop__10620_49084#chunk=0,benchmark://musique/2hop__10620_49084#chunk=10|benchmark://musique/2hop__10620_49084#chunk=4|benchmark://musique/2hop__10620_49084#chunk=5|benchmark://musique/2hop__10620_49084#chunk=6|benchmark://musique/2hop__10620_49084#chunk=62|benchmark://musique/2hop__10620_49084#chunk=63|benchmark://musique/2hop__10620_49084#chunk=64|benchmark://musique/2hop__10620_49084#chunk=65|benchmark://musique/2hop__10620_49084#chunk=7|benchmark://musique/2hop__10620_49084#chunk=8|benchmark://musique/2hop__10620_49084#chunk=9,2|34|45|56|59|60|61|62|65|66|67,0,0,0,0.0,0.0,0.0,24.422300048172474,24.422300048172474,0,0,0,cuda
test,musique,2hop__10620_49084,paper26_hybrid,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,128,0,0,benchmark://musique/2hop__10620_49084#chunk=0|benchmark://musique/2hop__10620_49084#chunk=22|benchmark://musique/2hop__10620_49084#chunk=45|benchmark://musique/2hop__10620_49084#chunk=37,benchmark://musique/2hop__10620_49084#chunk=10|benchmark://musique/2hop__10620_49084#chunk=4|benchmark://musique/2hop__10620_49084#chunk=5|benchmark://musique/2hop__10620_49084#chunk=6|benchmark://musique/2hop__10620_49084#chunk=62|benchmark://musique/2hop__10620_49084#chunk=63|benchmark://musique/2hop__10620_49084#chunk=64|benchmark://musique/2hop__10620_49084#chunk=65|benchmark://musique/2hop__10620_49084#chunk=7|benchmark://musique/2hop__10620_49084#chunk=8|benchmark://musique/2hop__10620_49084#chunk=9,2|34|45|56|59|60|61|62|65|66|67,0,0,0,0.0,0.0,0.0,40.00530019402504,40.00530019402504,0,0,0,cuda
test,musique,2hop__10620_49084,graph_cc_hybrid,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,128,0,0,benchmark://musique/2hop__10620_49084#chunk=0|benchmark://musique/2hop__10620_49084#chunk=22|benchmark://musique/2hop__10620_49084#chunk=45|benchmark://musique/2hop__10620_49084#chunk=37,benchmark://musique/2hop__10620_49084#chunk=10|benchmark://musique/2hop__10620_49084#chunk=4|benchmark://musique/2hop__10620_49084#chunk=5|benchmark://musique/2hop__10620_49084#chunk=6|benchmark://musique/2hop__10620_49084#chunk=62|benchmark://musique/2hop__10620_49084#chunk=63|benchmark://musique/2hop__10620_49084#chunk=64|benchmark://musique/2hop__10620_49084#chunk=65|benchmark://musique/2hop__10620_49084#chunk=7|benchmark://musique/2hop__10620_49084#chunk=8|benchmark://musique/2hop__10620_49084#chunk=9,2|34|45|56|59|60|61|62|65|66|67,2,56,2072,5.604299949482083,12.0709000620991,1.228800043463707,35.23199982009828,54.13599987514317,9,1,9416192,cuda
test,musique,2hop__10620_49084,graph_label_propagation_hybrid,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,128,0,0,benchmark://musique/2hop__10620_49084#chunk=0|benchmark://musique/2hop__10620_49084#chunk=22|benchmark://musique/2hop__10620_49084#chunk=37|benchmark://musique/2hop__10620_49084#chunk=49,benchmark://musique/2hop__10620_49084#chunk=10|benchmark://musique/2hop__10620_49084#chunk=4|benchmark://musique/2hop__10620_49084#chunk=5|benchmark://musique/2hop__10620_49084#chunk=6|benchmark://musique/2hop__10620_49084#chunk=62|benchmark://musique/2hop__10620_49084#chunk=63|benchmark://musique/2hop__10620_49084#chunk=64|benchmark://musique/2hop__10620_49084#chunk=65|benchmark://musique/2hop__10620_49084#chunk=7|benchmark://musique/2hop__10620_49084#chunk=8|benchmark://musique/2hop__10620_49084#chunk=9,2|34|45|56|59|60|61|62|65|66|67,5,56,2072,6.9089001044631,46.98039987124503,1.1534998193383217,32.07609988749027,87.11889968253672,6,0,9430016,cuda
test,musique,2hop__107238_64918,global_semantic,0.125,0.25,0.5,0.24630238874073,1.0,0.0,0.875,4,128,0,0,benchmark://musique/2hop__107238_64918#chunk=24|benchmark://musique/2hop__107238_64918#chunk=50|benchmark://musique/2hop__107238_64918#chunk=26|benchmark://musique/2hop__107238_64918#chunk=27,benchmark://musique/2hop__107238_64918#chunk=29|benchmark://musique/2hop__107238_64918#chunk=30|benchmark://musique/2hop__107238_64918#chunk=31|benchmark://musique/2hop__107238_64918#chunk=32|benchmark://musique/2hop__107238_64918#chunk=33|benchmark://musique/2hop__107238_64918#chunk=34|benchmark://musique/2hop__107238_64918#chunk=50|benchmark://musique/2hop__107238_64918#chunk=51,32|34|35|36|37|38|56|57,0,0,0,0.0,0.0,1.1746999807655811,1.4290001709014177,2.603700151666999,0,0,0,cuda
test,musique,2hop__107238_64918,paper25_multiscale,0.125,0.25,0.25,0.16812753627111746,1.0,0.0,0.875,4,128,0,0,benchmark://musique/2hop__107238_64918#chunk=27|benchmark://musique/2hop__107238_64918#chunk=24|benchmark://musique/2hop__107238_64918#chunk=26|benchmark://musique/2hop__107238_64918#chunk=32,benchmark://musique/2hop__107238_64918#chunk=29|benchmark://musique/2hop__107238_64918#chunk=30|benchmark://musique/2hop__107238_64918#chunk=31|benchmark://musique/2hop__107238_64918#chunk=32|benchmark://musique/2hop__107238_64918#chunk=33|benchmark://musique/2hop__107238_64918#chunk=34|benchmark://musique/2hop__107238_64918#chunk=50|benchmark://musique/2hop__107238_64918#chunk=51,32|34|35|36|37|38|56|57,0,0,0,0.0,0.0,1.2917001731693745,1.3384998310357332,2.6302000042051077,0,0,0,cuda
test,musique,2hop__107238_64918,paper25_clause,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,128,0,0,benchmark://musique/2hop__107238_64918#chunk=24|benchmark://musique/2hop__107238_64918#chunk=27|benchmark://musique/2hop__107238_64918#chunk=26|benchmark://musique/2hop__107238_64918#chunk=96,benchmark://musique/2hop__107238_64918#chunk=29|benchmark://musique/2hop__107238_64918#chunk=30|benchmark://musique/2hop__107238_64918#chunk=31|benchmark://musique/2hop__107238_64918#chunk=32|benchmark://musique/2hop__107238_64918#chunk=33|benchmark://musique/2hop__107238_64918#chunk=34|benchmark://musique/2hop__107238_64918#chunk=50|benchmark://musique/2hop__107238_64918#chunk=51,32|34|35|36|37|38|56|57,0,0,0,0.0,0.0,1.1366000398993492,1.232899958267808,2.369499998167157,0,0,0,cuda
test,musique,2hop__107238_64918,embedding_kmeans,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,128,0,0,benchmark://musique/2hop__107238_64918#chunk=24|benchmark://musique/2hop__107238_64918#chunk=27|benchmark://musique/2hop__107238_64918#chunk=40|benchmark://musique/2hop__107238_64918#chunk=96,benchmark://musique/2hop__107238_64918#chunk=29|benchmark://musique/2hop__107238_64918#chunk=30|benchmark://musique/2hop__107238_64918#chunk=31|benchmark://musique/2hop__107238_64918#chunk=32|benchmark://musique/2hop__107238_64918#chunk=33|benchmark://musique/2hop__107238_64918#chunk=34|benchmark://musique/2hop__107238_64918#chunk=50|benchmark://musique/2hop__107238_64918#chunk=51,32|34|35|36|37|38|56|57,0,0,0,0.0,0.0,1.2066999915987253,1.1867000721395016,2.393400063738227,0,0,0,cuda
test,musique,2hop__107238_64918,graph_cc,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,128,0,0,benchmark://musique/2hop__107238_64918#chunk=27|benchmark://musique/2hop__107238_64918#chunk=24|benchmark://musique/2hop__107238_64918#chunk=26|benchmark://musique/2hop__107238_64918#chunk=96,benchmark://musique/2hop__107238_64918#chunk=29|benchmark://musique/2hop__107238_64918#chunk=30|benchmark://musique/2hop__107238_64918#chunk=31|benchmark://musique/2hop__107238_64918#chunk=32|benchmark://musique/2hop__107238_64918#chunk=33|benchmark://musique/2hop__107238_64918#chunk=34|benchmark://musique/2hop__107238_64918#chunk=50|benchmark://musique/2hop__107238_64918#chunk=51,32|34|35|36|37|38|56|57,2,50,1808,5.603199824690819,8.93880007788539,1.6765999607741833,1.2709000147879124,17.489499878138304,5,1,9615872,cuda
test,musique,2hop__107238_64918,graph_label_propagation,0.125,0.25,0.5,0.24630238874073,1.0,0.0,0.875,4,128,0,0,benchmark://musique/2hop__107238_64918#chunk=24|benchmark://musique/2hop__107238_64918#chunk=50|benchmark://musique/2hop__107238_64918#chunk=96|benchmark://musique/2hop__107238_64918#chunk=27,benchmark://musique/2hop__107238_64918#chunk=29|benchmark://musique/2hop__107238_64918#chunk=30|benchmark://musique/2hop__107238_64918#chunk=31|benchmark://musique/2hop__107238_64918#chunk=32|benchmark://musique/2hop__107238_64918#chunk=33|benchmark://musique/2hop__107238_64918#chunk=34|benchmark://musique/2hop__107238_64918#chunk=50|benchmark://musique/2hop__107238_64918#chunk=51,32|34|35|36|37|38|56|57,4,50,1808,6.671099923551083,38.35860011167824,1.1571000795811415,1.2050000950694084,47.391800209879875,5,1,9629696,cuda
test,musique,2hop__107238_64918,paper26_bm25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,128,0,0,benchmark://musique/2hop__107238_64918#chunk=40|benchmark://musique/2hop__107238_64918#chunk=27|benchmark://musique/2hop__107238_64918#chunk=66|benchmark://musique/2hop__107238_64918#chunk=94,benchmark://musique/2hop__107238_64918#chunk=29|benchmark://musique/2hop__107238_64918#chunk=30|benchmark://musique/2hop__107238_64918#chunk=31|benchmark://musique/2hop__107238_64918#chunk=32|benchmark://musique/2hop__107238_64918#chunk=33|benchmark://musique/2hop__107238_64918#chunk=34|benchmark://musique/2hop__107238_64918#chunk=50|benchmark://musique/2hop__107238_64918#chunk=51,32|34|35|36|37|38|56|57,0,0,0,0.0,0.0,0.0,42.63099981471896,42.63099981471896,0,0,0,cuda
test,musique,2hop__107238_64918,paper26_hybrid,0.125,0.25,0.25,0.16812753627111746,1.0,0.0,0.875,4,128,0,0,benchmark://musique/2hop__107238_64918#chunk=99|benchmark://musique/2hop__107238_64918#chunk=66|benchmark://musique/2hop__107238_64918#chunk=92|benchmark://musique/2hop__107238_64918#chunk=50,benchmark://musique/2hop__107238_64918#chunk=29|benchmark://musique/2hop__107238_64918#chunk=30|benchmark://musique/2hop__107238_64918#chunk=31|benchmark://musique/2hop__107238_64918#chunk=32|benchmark://musique/2hop__107238_64918#chunk=33|benchmark://musique/2hop__107238_64918#chunk=34|benchmark://musique/2hop__107238_64918#chunk=50|benchmark://musique/2hop__107238_64918#chunk=51,32|34|35|36|37|38|56|57,0,0,0,0.0,0.0,0.0,41.333100060001016,41.333100060001016,0,0,0,cuda
test,musique,2hop__107238_64918,graph_cc_hybrid,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,128,0,0,benchmark://musique/2hop__107238_64918#chunk=99|benchmark://musique/2hop__107238_64918#chunk=92|benchmark://musique/2hop__107238_64918#chunk=66|benchmark://musique/2hop__107238_64918#chunk=26,benchmark://musique/2hop__107238_64918#chunk=29|benchmark://musique/2hop__107238_64918#chunk=30|benchmark://musique/2hop__107238_64918#chunk=31|benchmark://musique/2hop__107238_64918#chunk=32|benchmark://musique/2hop__107238_64918#chunk=33|benchmark://musique/2hop__107238_64918#chunk=34|benchmark://musique/2hop__107238_64918#chunk=50|benchmark://musique/2hop__107238_64918#chunk=51,32|34|35|36|37|38|56|57,2,50,1808,5.603199824690819,8.93880007788539,1.6765999607741833,32.81999984756112,49.03859971091151,5,1,9615872,cuda
test,musique,2hop__107238_64918,graph_label_propagation_hybrid,0.125,0.25,0.25,0.16812753627111746,1.0,0.0,0.875,4,128,0,0,benchmark://musique/2hop__107238_64918#chunk=99|benchmark://musique/2hop__107238_64918#chunk=92|benchmark://musique/2hop__107238_64918#chunk=66|benchmark://musique/2hop__107238_64918#chunk=50,benchmark://musique/2hop__107238_64918#chunk=29|benchmark://musique/2hop__107238_64918#chunk=30|benchmark://musique/2hop__107238_64918#chunk=31|benchmark://musique/2hop__107238_64918#chunk=32|benchmark://musique/2hop__107238_64918#chunk=33|benchmark://musique/2hop__107238_64918#chunk=34|benchmark://musique/2hop__107238_64918#chunk=50|benchmark://musique/2hop__107238_64918#chunk=51,32|34|35|36|37|38|56|57,4,50,1808,6.671099923551083,38.35860011167824,1.1571000795811415,34.089399967342615,80.27620008215308,5,1,9629696,cuda
test,musique,3hop1__102087_214799_259594,global_semantic,0.1,0.25,0.5,0.24630238874073,1.0,0.0,0.9,4,128,0,0,benchmark://musique/3hop1__102087_214799_259594#chunk=29|benchmark://musique/3hop1__102087_214799_259594#chunk=3|benchmark://musique/3hop1__102087_214799_259594#chunk=49|benchmark://musique/3hop1__102087_214799_259594#chunk=52,benchmark://musique/3hop1__102087_214799_259594#chunk=0|benchmark://musique/3hop1__102087_214799_259594#chunk=1|benchmark://musique/3hop1__102087_214799_259594#chunk=2|benchmark://musique/3hop1__102087_214799_259594#chunk=3|benchmark://musique/3hop1__102087_214799_259594#chunk=4|benchmark://musique/3hop1__102087_214799_259594#chunk=5|benchmark://musique/3hop1__102087_214799_259594#chunk=6|benchmark://musique/3hop1__102087_214799_259594#chunk=7|benchmark://musique/3hop1__102087_214799_259594#chunk=8|benchmark://musique/3hop1__102087_214799_259594#chunk=9,0|1|12|23|34|45|56|58|59|60,0,0,0,0.0,0.0,1.1288998648524284,1.3313000090420246,2.460199873894453,0,0,0,cuda
test,musique,3hop1__102087_214799_259594,paper25_multiscale,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,128,0,0,benchmark://musique/3hop1__102087_214799_259594#chunk=48|benchmark://musique/3hop1__102087_214799_259594#chunk=52|benchmark://musique/3hop1__102087_214799_259594#chunk=29|benchmark://musique/3hop1__102087_214799_259594#chunk=41,benchmark://musique/3hop1__102087_214799_259594#chunk=0|benchmark://musique/3hop1__102087_214799_259594#chunk=1|benchmark://musique/3hop1__102087_214799_259594#chunk=2|benchmark://musique/3hop1__102087_214799_259594#chunk=3|benchmark://musique/3hop1__102087_214799_259594#chunk=4|benchmark://musique/3hop1__102087_214799_259594#chunk=5|benchmark://musique/3hop1__102087_214799_259594#chunk=6|benchmark://musique/3hop1__102087_214799_259594#chunk=7|benchmark://musique/3hop1__102087_214799_259594#chunk=8|benchmark://musique/3hop1__102087_214799_259594#chunk=9,0|1|12|23|34|45|56|58|59|60,0,0,0,0.0,0.0,1.1942998971790075,1.220199977979064,2.4144998751580715,0,0,0,cuda
test,musique,3hop1__102087_214799_259594,paper25_clause,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,128,0,0,benchmark://musique/3hop1__102087_214799_259594#chunk=48|benchmark://musique/3hop1__102087_214799_259594#chunk=52|benchmark://musique/3hop1__102087_214799_259594#chunk=29|benchmark://musique/3hop1__102087_214799_259594#chunk=41,benchmark://musique/3hop1__102087_214799_259594#chunk=0|benchmark://musique/3hop1__102087_214799_259594#chunk=1|benchmark://musique/3hop1__102087_214799_259594#chunk=2|benchmark://musique/3hop1__102087_214799_259594#chunk=3|benchmark://musique/3hop1__102087_214799_259594#chunk=4|benchmark://musique/3hop1__102087_214799_259594#chunk=5|benchmark://musique/3hop1__102087_214799_259594#chunk=6|benchmark://musique/3hop1__102087_214799_259594#chunk=7|benchmark://musique/3hop1__102087_214799_259594#chunk=8|benchmark://musique/3hop1__102087_214799_259594#chunk=9,0|1|12|23|34|45|56|58|59|60,0,0,0,0.0,0.0,0.972700072452426,1.2095000129193068,2.1822000853717327,0,0,0,cuda
test,musique,3hop1__102087_214799_259594,embedding_kmeans,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,128,0,0,benchmark://musique/3hop1__102087_214799_259594#chunk=29|benchmark://musique/3hop1__102087_214799_259594#chunk=52|benchmark://musique/3hop1__102087_214799_259594#chunk=53|benchmark://musique/3hop1__102087_214799_259594#chunk=45,benchmark://musique/3hop1__102087_214799_259594#chunk=0|benchmark://musique/3hop1__102087_214799_259594#chunk=1|benchmark://musique/3hop1__102087_214799_259594#chunk=2|benchmark://musique/3hop1__102087_214799_259594#chunk=3|benchmark://musique/3hop1__102087_214799_259594#chunk=4|benchmark://musique/3hop1__102087_214799_259594#chunk=5|benchmark://musique/3hop1__102087_214799_259594#chunk=6|benchmark://musique/3hop1__102087_214799_259594#chunk=7|benchmark://musique/3hop1__102087_214799_259594#chunk=8|benchmark://musique/3hop1__102087_214799_259594#chunk=9,0|1|12|23|34|45|56|58|59|60,0,0,0,0.0,0.0,1.0645999573171139,1.254200004041195,2.318799961358309,0,0,0,cuda
test,musique,3hop1__102087_214799_259594,graph_cc,0.1,0.25,0.25,0.16812753627111746,1.0,0.0,0.9,4,128,0,0,benchmark://musique/3hop1__102087_214799_259594#chunk=48|benchmark://musique/3hop1__102087_214799_259594#chunk=52|benchmark://musique/3hop1__102087_214799_259594#chunk=29|benchmark://musique/3hop1__102087_214799_259594#chunk=9,benchmark://musique/3hop1__102087_214799_259594#chunk=0|benchmark://musique/3hop1__102087_214799_259594#chunk=1|benchmark://musique/3hop1__102087_214799_259594#chunk=2|benchmark://musique/3hop1__102087_214799_259594#chunk=3|benchmark://musique/3hop1__102087_214799_259594#chunk=4|benchmark://musique/3hop1__102087_214799_259594#chunk=5|benchmark://musique/3hop1__102087_214799_259594#chunk=6|benchmark://musique/3hop1__102087_214799_259594#chunk=7|benchmark://musique/3hop1__102087_214799_259594#chunk=8|benchmark://musique/3hop1__102087_214799_259594#chunk=9,0|1|12|23|34|45|56|58|59|60,2,68,2504,4.961000056937337,10.344200069084764,0.9725000709295273,1.1852998286485672,17.463000025600195,9,1,9429504,cuda
test,musique,3hop1__102087_214799_259594,graph_label_propagation,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,128,0,0,benchmark://musique/3hop1__102087_214799_259594#chunk=53|benchmark://musique/3hop1__102087_214799_259594#chunk=48|benchmark://musique/3hop1__102087_214799_259594#chunk=52|benchmark://musique/3hop1__102087_214799_259594#chunk=29,benchmark://musique/3hop1__102087_214799_259594#chunk=0|benchmark://musique/3hop1__102087_214799_259594#chunk=1|benchmark://musique/3hop1__102087_214799_259594#chunk=2|benchmark://musique/3hop1__102087_214799_259594#chunk=3|benchmark://musique/3hop1__102087_214799_259594#chunk=4|benchmark://musique/3hop1__102087_214799_259594#chunk=5|benchmark://musique/3hop1__102087_214799_259594#chunk=6|benchmark://musique/3hop1__102087_214799_259594#chunk=7|benchmark://musique/3hop1__102087_214799_259594#chunk=8|benchmark://musique/3hop1__102087_214799_259594#chunk=9,0|1|12|23|34|45|56|58|59|60,5,68,2504,6.154299946501851,64.73680003546178,1.7546000890433788,1.1720000766217709,73.81770014762878,10,0,9444352,cuda
test,musique,3hop1__102087_214799_259594,paper26_bm25,0.1,0.25,1.0,0.3903800499921017,1.0,0.0,0.9,4,128,0,0,benchmark://musique/3hop1__102087_214799_259594#chunk=0|benchmark://musique/3hop1__102087_214799_259594#chunk=14|benchmark://musique/3hop1__102087_214799_259594#chunk=18|benchmark://musique/3hop1__102087_214799_259594#chunk=43,benchmark://musique/3hop1__102087_214799_259594#chunk=0|benchmark://musique/3hop1__102087_214799_259594#chunk=1|benchmark://musique/3hop1__102087_214799_259594#chunk=2|benchmark://musique/3hop1__102087_214799_259594#chunk=3|benchmark://musique/3hop1__102087_214799_259594#chunk=4|benchmark://musique/3hop1__102087_214799_259594#chunk=5|benchmark://musique/3hop1__102087_214799_259594#chunk=6|benchmark://musique/3hop1__102087_214799_259594#chunk=7|benchmark://musique/3hop1__102087_214799_259594#chunk=8|benchmark://musique/3hop1__102087_214799_259594#chunk=9,0|1|12|23|34|45|56|58|59|60,0,0,0,0.0,0.0,0.0,34.084999933838844,34.084999933838844,0,0,0,cuda
test,musique,3hop1__102087_214799_259594,paper26_hybrid,0.1,0.25,1.0,0.3903800499921017,1.0,0.0,0.9,4,128,0,0,benchmark://musique/3hop1__102087_214799_259594#chunk=0|benchmark://musique/3hop1__102087_214799_259594#chunk=53|benchmark://musique/3hop1__102087_214799_259594#chunk=41|benchmark://musique/3hop1__102087_214799_259594#chunk=14,benchmark://musique/3hop1__102087_214799_259594#chunk=0|benchmark://musique/3hop1__102087_214799_259594#chunk=1|benchmark://musique/3hop1__102087_214799_259594#chunk=2|benchmark://musique/3hop1__102087_214799_259594#chunk=3|benchmark://musique/3hop1__102087_214799_259594#chunk=4|benchmark://musique/3hop1__102087_214799_259594#chunk=5|benchmark://musique/3hop1__102087_214799_259594#chunk=6|benchmark://musique/3hop1__102087_214799_259594#chunk=7|benchmark://musique/3hop1__102087_214799_259594#chunk=8|benchmark://musique/3hop1__102087_214799_259594#chunk=9,0|1|12|23|34|45|56|58|59|60,0,0,0,0.0,0.0,0.0,34.38800014555454,34.38800014555454,0,0,0,cuda
test,musique,3hop1__102087_214799_259594,graph_cc_hybrid,0.2,0.5,1.0,0.6366824387328317,1.0,0.0,0.8,4,128,0,0,benchmark://musique/3hop1__102087_214799_259594#chunk=0|benchmark://musique/3hop1__102087_214799_259594#chunk=9|benchmark://musique/3hop1__102087_214799_259594#chunk=53|benchmark://musique/3hop1__102087_214799_259594#chunk=45,benchmark://musique/3hop1__102087_214799_259594#chunk=0|benchmark://musique/3hop1__102087_214799_259594#chunk=1|benchmark://musique/3hop1__102087_214799_259594#chunk=2|benchmark://musique/3hop1__102087_214799_259594#chunk=3|benchmark://musique/3hop1__102087_214799_259594#chunk=4|benchmark://musique/3hop1__102087_214799_259594#chunk=5|benchmark://musique/3hop1__102087_214799_259594#chunk=6|benchmark://musique/3hop1__102087_214799_259594#chunk=7|benchmark://musique/3hop1__102087_214799_259594#chunk=8|benchmark://musique/3hop1__102087_214799_259594#chunk=9,0|1|12|23|34|45|56|58|59|60,2,68,2504,4.961000056937337,10.344200069084764,0.9725000709295273,36.300500156357884,52.57820035330951,9,1,9429504,cuda
test,musique,3hop1__102087_214799_259594,graph_label_propagation_hybrid,0.1,0.25,1.0,0.3903800499921017,1.0,0.0,0.9,4,128,0,0,benchmark://musique/3hop1__102087_214799_259594#chunk=0|benchmark://musique/3hop1__102087_214799_259594#chunk=53|benchmark://musique/3hop1__102087_214799_259594#chunk=45|benchmark://musique/3hop1__102087_214799_259594#chunk=41,benchmark://musique/3hop1__102087_214799_259594#chunk=0|benchmark://musique/3hop1__102087_214799_259594#chunk=1|benchmark://musique/3hop1__102087_214799_259594#chunk=2|benchmark://musique/3hop1__102087_214799_259594#chunk=3|benchmark://musique/3hop1__102087_214799_259594#chunk=4|benchmark://musique/3hop1__102087_214799_259594#chunk=5|benchmark://musique/3hop1__102087_214799_259594#chunk=6|benchmark://musique/3hop1__102087_214799_259594#chunk=7|benchmark://musique/3hop1__102087_214799_259594#chunk=8|benchmark://musique/3hop1__102087_214799_259594#chunk=9,0|1|12|23|34|45|56|58|59|60,5,68,2504,6.154299946501851,64.73680003546178,1.7546000890433788,35.13019997626543,107.77590004727244,10,0,9444352,cuda
test,musique,3hop1__103197_214799_259594,global_semantic,0.08333333333333333,0.25,0.3333333333333333,0.19519002499605084,1.0,0.0,0.9166666666666666,4,128,0,0,benchmark://musique/3hop1__103197_214799_259594#chunk=24|benchmark://musique/3hop1__103197_214799_259594#chunk=2|benchmark://musique/3hop1__103197_214799_259594#chunk=20|benchmark://musique/3hop1__103197_214799_259594#chunk=25,benchmark://musique/3hop1__103197_214799_259594#chunk=11|benchmark://musique/3hop1__103197_214799_259594#chunk=12|benchmark://musique/3hop1__103197_214799_259594#chunk=13|benchmark://musique/3hop1__103197_214799_259594#chunk=14|benchmark://musique/3hop1__103197_214799_259594#chunk=15|benchmark://musique/3hop1__103197_214799_259594#chunk=20|benchmark://musique/3hop1__103197_214799_259594#chunk=21|benchmark://musique/3hop1__103197_214799_259594#chunk=22|benchmark://musique/3hop1__103197_214799_259594#chunk=23|benchmark://musique/3hop1__103197_214799_259594#chunk=59|benchmark://musique/3hop1__103197_214799_259594#chunk=60|benchmark://musique/3hop1__103197_214799_259594#chunk=61,3|4|5|6|7|13|14|15|16|55|57|58,0,0,0,0.0,0.0,0.8451999165117741,1.1407998390495777,1.9859997555613518,0,0,0,cuda
test,musique,3hop1__103197_214799_259594,paper25_multiscale,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,128,0,0,benchmark://musique/3hop1__103197_214799_259594#chunk=10|benchmark://musique/3hop1__103197_214799_259594#chunk=8|benchmark://musique/3hop1__103197_214799_259594#chunk=24|benchmark://musique/3hop1__103197_214799_259594#chunk=2,benchmark://musique/3hop1__103197_214799_259594#chunk=11|benchmark://musique/3hop1__103197_214799_259594#chunk=12|benchmark://musique/3hop1__103197_214799_259594#chunk=13|benchmark://musique/3hop1__103197_214799_259594#chunk=14|benchmark://musique/3hop1__103197_214799_259594#chunk=15|benchmark://musique/3hop1__103197_214799_259594#chunk=20|benchmark://musique/3hop1__103197_214799_259594#chunk=21|benchmark://musique/3hop1__103197_214799_259594#chunk=22|benchmark://musique/3hop1__103197_214799_259594#chunk=23|benchmark://musique/3hop1__103197_214799_259594#chunk=59|benchmark://musique/3hop1__103197_214799_259594#chunk=60|benchmark://musique/3hop1__103197_214799_259594#chunk=61,3|4|5|6|7|13|14|15|16|55|57|58,0,0,0,0.0,0.0,1.2775999493896961,1.032999949529767,2.310599898919463,0,0,0,cuda
test,musique,3hop1__103197_214799_259594,paper25_clause,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,128,0,0,benchmark://musique/3hop1__103197_214799_259594#chunk=24|benchmark://musique/3hop1__103197_214799_259594#chunk=8|benchmark://musique/3hop1__103197_214799_259594#chunk=10|benchmark://musique/3hop1__103197_214799_259594#chunk=2,benchmark://musique/3hop1__103197_214799_259594#chunk=11|benchmark://musique/3hop1__103197_214799_259594#chunk=12|benchmark://musique/3hop1__103197_214799_259594#chunk=13|benchmark://musique/3hop1__103197_214799_259594#chunk=14|benchmark://musique/3hop1__103197_214799_259594#chunk=15|benchmark://musique/3hop1__103197_214799_259594#chunk=20|benchmark://musique/3hop1__103197_214799_259594#chunk=21|benchmark://musique/3hop1__103197_214799_259594#chunk=22|benchmark://musique/3hop1__103197_214799_259594#chunk=23|benchmark://musique/3hop1__103197_214799_259594#chunk=59|benchmark://musique/3hop1__103197_214799_259594#chunk=60|benchmark://musique/3hop1__103197_214799_259594#chunk=61,3|4|5|6|7|13|14|15|16|55|57|58,0,0,0,0.0,0.0,1.1165000032633543,1.0818000882863998,2.198300091549754,0,0,0,cuda
