channel,evidence_recall,precision,mrr,complete_recovery,top_score,score_gap,score_mean,top1_correct,referential_confidence,selected_chunk_ids,selected_chunks,candidate_chunks,source_tokens,index_bytes,scored_candidates,token_index_queries,model,dataset,example_id,chunk_tokens,routing_layer,routing_layer_offset,chunk_budget,branch_top_k,beam_size
semantic,1.0,0.25,1.0,1,0.755859375,0.00537109375,0.66705322265625,1,0.8779296875,interaction://hotpotqa/5a8901a2554299515336125a#chunk=0:32|interaction://hotpotqa/5a8901a2554299515336125a#chunk=640:672|interaction://hotpotqa/5a8901a2554299515336125a#chunk=736:768|interaction://hotpotqa/5a8901a2554299515336125a#chunk=64:96|interaction://hotpotqa/5a8901a2554299515336125a#chunk=96:128|interaction://hotpotqa/5a8901a2554299515336125a#chunk=160:192|interaction://hotpotqa/5a8901a2554299515336125a#chunk=128:160|interaction://hotpotqa/5a8901a2554299515336125a#chunk=544:576,8,24,768,131466,120,5,smollm2_135m,hotpotqa,5a8901a2554299515336125a,32,26,-4,8,4,4
exact,1.0,0.125,0.3333333333333333,1,1.0,0.0,-0.4479166666666667,0,1.0,interaction://hotpotqa/5a8901a2554299515336125a#chunk=256:288|interaction://hotpotqa/5a8901a2554299515336125a#chunk=96:128|interaction://hotpotqa/5a8901a2554299515336125a#chunk=0:32|interaction://hotpotqa/5a8901a2554299515336125a#chunk=128:160|interaction://hotpotqa/5a8901a2554299515336125a#chunk=160:192|interaction://hotpotqa/5a8901a2554299515336125a#chunk=320:352|interaction://hotpotqa/5a8901a2554299515336125a#chunk=416:448|interaction://hotpotqa/5a8901a2554299515336125a#chunk=448:480,8,24,768,131466,120,5,smollm2_135m,hotpotqa,5a8901a2554299515336125a,32,26,-4,8,4,4
bm25,1.0,0.25,1.0,1,1.0,1.384521484375,-0.676910400390625,1,1.0,interaction://hotpotqa/5a8901a2554299515336125a#chunk=0:32|interaction://hotpotqa/5a8901a2554299515336125a#chunk=704:736|interaction://hotpotqa/5a8901a2554299515336125a#chunk=160:192|interaction://hotpotqa/5a8901a2554299515336125a#chunk=128:160|interaction://hotpotqa/5a8901a2554299515336125a#chunk=96:128|interaction://hotpotqa/5a8901a2554299515336125a#chunk=64:96|interaction://hotpotqa/5a8901a2554299515336125a#chunk=448:480|interaction://hotpotqa/5a8901a2554299515336125a#chunk=256:288,8,24,768,131466,120,5,smollm2_135m,hotpotqa,5a8901a2554299515336125a,32,26,-4,8,4,4
approximate,1.0,0.25,1.0,1,1.0,0.0,0.22221883138020834,1,1.0,interaction://hotpotqa/5a8901a2554299515336125a#chunk=0:32|interaction://hotpotqa/5a8901a2554299515336125a#chunk=160:192|interaction://hotpotqa/5a8901a2554299515336125a#chunk=192:224|interaction://hotpotqa/5a8901a2554299515336125a#chunk=64:96|interaction://hotpotqa/5a8901a2554299515336125a#chunk=128:160|interaction://hotpotqa/5a8901a2554299515336125a#chunk=224:256|interaction://hotpotqa/5a8901a2554299515336125a#chunk=256:288|interaction://hotpotqa/5a8901a2554299515336125a#chunk=288:320,8,24,768,131466,120,5,smollm2_135m,hotpotqa,5a8901a2554299515336125a,32,26,-4,8,4,4
hybrid,1.0,0.25,1.0,1,0.853515625,0.009765625,0.4891255696614583,1,0.9267578125,interaction://hotpotqa/5a8901a2554299515336125a#chunk=0:32|interaction://hotpotqa/5a8901a2554299515336125a#chunk=64:96|interaction://hotpotqa/5a8901a2554299515336125a#chunk=160:192|interaction://hotpotqa/5a8901a2554299515336125a#chunk=704:736|interaction://hotpotqa/5a8901a2554299515336125a#chunk=128:160|interaction://hotpotqa/5a8901a2554299515336125a#chunk=96:128|interaction://hotpotqa/5a8901a2554299515336125a#chunk=480:512|interaction://hotpotqa/5a8901a2554299515336125a#chunk=736:768,8,24,768,131466,120,5,smollm2_135m,hotpotqa,5a8901a2554299515336125a,32,26,-4,8,4,4
ngram,1.0,0.25,1.0,1,-0.5634765625,0.359375,-0.9734293619791666,1,0.21826171875,interaction://hotpotqa/5a8901a2554299515336125a#chunk=0:32|interaction://hotpotqa/5a8901a2554299515336125a#chunk=704:736|interaction://hotpotqa/5a8901a2554299515336125a#chunk=192:224|interaction://hotpotqa/5a8901a2554299515336125a#chunk=64:96|interaction://hotpotqa/5a8901a2554299515336125a#chunk=384:416|interaction://hotpotqa/5a8901a2554299515336125a#chunk=352:384|interaction://hotpotqa/5a8901a2554299515336125a#chunk=448:480|interaction://hotpotqa/5a8901a2554299515336125a#chunk=416:448,8,24,768,131466,120,5,smollm2_135m,hotpotqa,5a8901a2554299515336125a,32,26,-4,8,4,4
edit,1.0,0.25,1.0,1,1.0,0.0,0.22221883138020834,1,1.0,interaction://hotpotqa/5a8901a2554299515336125a#chunk=0:32|interaction://hotpotqa/5a8901a2554299515336125a#chunk=160:192|interaction://hotpotqa/5a8901a2554299515336125a#chunk=192:224|interaction://hotpotqa/5a8901a2554299515336125a#chunk=64:96|interaction://hotpotqa/5a8901a2554299515336125a#chunk=128:160|interaction://hotpotqa/5a8901a2554299515336125a#chunk=224:256|interaction://hotpotqa/5a8901a2554299515336125a#chunk=256:288|interaction://hotpotqa/5a8901a2554299515336125a#chunk=288:320,8,24,768,131466,120,5,smollm2_135m,hotpotqa,5a8901a2554299515336125a,32,26,-4,8,4,4
embedding,1.0,0.25,0.5,1,0.83740234375,0.0048828125,0.7322591145833334,0,0.918701171875,interaction://hotpotqa/5a8901a2554299515336125a#chunk=160:192|interaction://hotpotqa/5a8901a2554299515336125a#chunk=0:32|interaction://hotpotqa/5a8901a2554299515336125a#chunk=128:160|interaction://hotpotqa/5a8901a2554299515336125a#chunk=96:128|interaction://hotpotqa/5a8901a2554299515336125a#chunk=480:512|interaction://hotpotqa/5a8901a2554299515336125a#chunk=64:96|interaction://hotpotqa/5a8901a2554299515336125a#chunk=608:640|interaction://hotpotqa/5a8901a2554299515336125a#chunk=256:288,8,24,768,131466,120,5,smollm2_135m,hotpotqa,5a8901a2554299515336125a,32,26,-4,8,4,4
semantic,0.0,0.0,0.0,0,0.82421875,0.005859375,0.7833658854166666,0,0.912109375,interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=128:160|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=160:192,2,24,768,125266,48,2,smollm2_135m,hotpotqa,5a7f3c8f55429930675136c9,32,29,-1,2,1,1
exact,0.5,0.5,1.0,0,1.0,0.0,-0.08333333333333333,1,1.0,interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=0:32|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=128:160,2,24,768,125266,48,2,smollm2_135m,hotpotqa,5a7f3c8f55429930675136c9,32,29,-1,2,1,1
bm25,0.5,0.5,1.0,0,1.0,0.03369140625,-0.17470645904541016,1,1.0,interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=0:32|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=256:288,2,24,768,125266,48,2,smollm2_135m,hotpotqa,5a7f3c8f55429930675136c9,32,29,-1,2,1,1
approximate,0.5,0.5,1.0,0,1.0,0.0,0.7222188313802084,1,1.0,interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=0:32|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=192:224,2,24,768,125266,48,2,smollm2_135m,hotpotqa,5a7f3c8f55429930675136c9,32,29,-1,2,1,1
hybrid,0.5,0.5,0.5,0,0.89111328125,0.0068359375,0.7589213053385416,0,0.945556640625,interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=256:288|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=0:32,2,24,768,125266,48,2,smollm2_135m,hotpotqa,5a7f3c8f55429930675136c9,32,29,-1,2,1,1
ngram,0.5,0.5,0.5,0,-0.75,0.0048828125,-0.9432169596354166,0,0.125,interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=256:288|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=0:32,2,24,768,125266,48,2,smollm2_135m,hotpotqa,5a7f3c8f55429930675136c9,32,29,-1,2,1,1
edit,0.5,0.5,1.0,0,1.0,0.0,0.7222188313802084,1,1.0,interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=0:32|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=192:224,2,24,768,125266,48,2,smollm2_135m,hotpotqa,5a7f3c8f55429930675136c9,32,29,-1,2,1,1
embedding,0.5,0.5,1.0,0,0.79833984375,0.01611328125,0.6486612955729166,1,0.899169921875,interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=0:32|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=256:288,2,24,768,125266,48,2,smollm2_135m,hotpotqa,5a7f3c8f55429930675136c9,32,29,-1,2,1,1
semantic,0.5,0.25,0.3333333333333333,0,0.82421875,0.005859375,0.7833658854166666,0,0.912109375,interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=128:160|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=256:288|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=0:32|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=160:192,4,24,768,125266,72,3,smollm2_135m,hotpotqa,5a7f3c8f55429930675136c9,32,29,-1,4,2,2
exact,0.5,0.25,1.0,0,1.0,0.0,-0.08333333333333333,1,1.0,interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=0:32|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=256:288|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=128:160|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=320:352,4,24,768,125266,72,3,smollm2_135m,hotpotqa,5a7f3c8f55429930675136c9,32,29,-1,4,2,2
bm25,0.5,0.25,1.0,0,1.0,0.03369140625,-0.17470645904541016,1,1.0,interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=0:32|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=256:288|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=288:320|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=320:352,4,24,768,125266,72,3,smollm2_135m,hotpotqa,5a7f3c8f55429930675136c9,32,29,-1,4,2,2
approximate,0.5,0.25,1.0,0,1.0,0.0,0.7222188313802084,1,1.0,interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=0:32|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=256:288|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=192:224|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=288:320,4,24,768,125266,72,3,smollm2_135m,hotpotqa,5a7f3c8f55429930675136c9,32,29,-1,4,2,2
hybrid,1.0,0.5,0.5,1,0.89111328125,0.0068359375,0.7589213053385416,0,0.945556640625,interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=256:288|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=0:32|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=288:320|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=32:64,4,24,768,125266,72,3,smollm2_135m,hotpotqa,5a7f3c8f55429930675136c9,32,29,-1,4,2,2
ngram,0.5,0.25,0.5,0,-0.75,0.0048828125,-0.9432169596354166,0,0.125,interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=256:288|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=0:32|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=288:320|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=320:352,4,24,768,125266,72,3,smollm2_135m,hotpotqa,5a7f3c8f55429930675136c9,32,29,-1,4,2,2
edit,0.5,0.25,1.0,0,1.0,0.0,0.7222188313802084,1,1.0,interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=0:32|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=256:288|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=192:224|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=288:320,4,24,768,125266,72,3,smollm2_135m,hotpotqa,5a7f3c8f55429930675136c9,32,29,-1,4,2,2
embedding,0.5,0.25,1.0,0,0.79833984375,0.01611328125,0.6486612955729166,1,0.899169921875,interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=0:32|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=480:512|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=256:288|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=416:448,4,24,768,125266,72,3,smollm2_135m,hotpotqa,5a7f3c8f55429930675136c9,32,29,-1,4,2,2
semantic,1.0,0.25,0.3333333333333333,1,0.82421875,0.005859375,0.7833658854166666,0,0.912109375,interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=128:160|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=256:288|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=0:32|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=160:192|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=288:320|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=576:608|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=32:64|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=320:352,8,24,768,125266,120,5,smollm2_135m,hotpotqa,5a7f3c8f55429930675136c9,32,29,-1,8,4,4
exact,1.0,0.25,1.0,1,1.0,0.0,-0.08333333333333333,1,1.0,interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=0:32|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=256:288|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=32:64|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=352:384|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=128:160|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=288:320|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=320:352|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=384:416,8,24,768,125266,120,5,smollm2_135m,hotpotqa,5a7f3c8f55429930675136c9,32,29,-1,8,4,4
bm25,1.0,0.25,1.0,1,1.0,0.03369140625,-0.17470645904541016,1,1.0,interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=0:32|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=256:288|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=320:352|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=288:320|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=32:64|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=576:608|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=224:256|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=128:160,8,24,768,125266,120,5,smollm2_135m,hotpotqa,5a7f3c8f55429930675136c9,32,29,-1,8,4,4
approximate,1.0,0.25,1.0,1,1.0,0.0,0.7222188313802084,1,1.0,interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=0:32|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=256:288|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=288:320|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=320:352|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=128:160|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=192:224|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=224:256|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=32:64,8,24,768,125266,120,5,smollm2_135m,hotpotqa,5a7f3c8f55429930675136c9,32,29,-1,8,4,4
hybrid,1.0,0.25,0.5,1,0.89111328125,0.0068359375,0.7589213053385416,0,0.945556640625,interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=256:288|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=0:32|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=288:320|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=352:384|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=32:64|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=320:352|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=416:448|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=576:608,8,24,768,125266,120,5,smollm2_135m,hotpotqa,5a7f3c8f55429930675136c9,32,29,-1,8,4,4
ngram,1.0,0.25,0.5,1,-0.75,0.0048828125,-0.9432169596354166,0,0.125,interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=256:288|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=0:32|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=320:352|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=288:320|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=32:64|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=384:416|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=576:608|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=128:160,8,24,768,125266,120,5,smollm2_135m,hotpotqa,5a7f3c8f55429930675136c9,32,29,-1,8,4,4
edit,1.0,0.25,1.0,1,1.0,0.0,0.7222188313802084,1,1.0,interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=0:32|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=256:288|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=288:320|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=320:352|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=128:160|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=192:224|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=224:256|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=32:64,8,24,768,125266,120,5,smollm2_135m,hotpotqa,5a7f3c8f55429930675136c9,32,29,-1,8,4,4
embedding,0.5,0.125,1.0,0,0.79833984375,0.01611328125,0.6486612955729166,1,0.899169921875,interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=0:32|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=480:512|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=736:768|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=320:352|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=256:288|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=512:544|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=416:448|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=128:160,8,24,768,125266,120,5,smollm2_135m,hotpotqa,5a7f3c8f55429930675136c9,32,29,-1,8,4,4
semantic,0.0,0.0,0.0,0,0.74853515625,0.00439453125,0.6999308268229166,0,0.874267578125,interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=128:160|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=160:192,2,24,768,125266,48,2,smollm2_135m,hotpotqa,5a7f3c8f55429930675136c9,32,26,-4,2,1,1
exact,0.5,0.5,1.0,0,1.0,0.0,-0.08333333333333333,1,1.0,interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=0:32|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=128:160,2,24,768,125266,48,2,smollm2_135m,hotpotqa,5a7f3c8f55429930675136c9,32,26,-4,2,1,1
bm25,0.5,0.5,1.0,0,1.0,0.03369140625,-0.17470645904541016,1,1.0,interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=0:32|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=256:288,2,24,768,125266,48,2,smollm2_135m,hotpotqa,5a7f3c8f55429930675136c9,32,26,-4,2,1,1
approximate,0.5,0.5,1.0,0,1.0,0.0,0.7222188313802084,1,1.0,interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=0:32|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=192:224,2,24,768,125266,48,2,smollm2_135m,hotpotqa,5a7f3c8f55429930675136c9,32,26,-4,2,1,1
hybrid,0.0,0.0,0.0,0,0.8466796875,0.0068359375,0.7088623046875,0,0.92333984375,interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=512:544|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=480:512,2,24,768,125266,48,2,smollm2_135m,hotpotqa,5a7f3c8f55429930675136c9,32,26,-4,2,1,1
ngram,0.5,0.5,0.5,0,-0.75,0.0048828125,-0.9432169596354166,0,0.125,interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=256:288|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=0:32,2,24,768,125266,48,2,smollm2_135m,hotpotqa,5a7f3c8f55429930675136c9,32,26,-4,2,1,1
edit,0.5,0.5,1.0,0,1.0,0.0,0.7222188313802084,1,1.0,interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=0:32|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=192:224,2,24,768,125266,48,2,smollm2_135m,hotpotqa,5a7f3c8f55429930675136c9,32,26,-4,2,1,1
embedding,0.5,0.5,1.0,0,0.79833984375,0.01611328125,0.6486612955729166,1,0.899169921875,interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=0:32|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=256:288,2,24,768,125266,48,2,smollm2_135m,hotpotqa,5a7f3c8f55429930675136c9,32,26,-4,2,1,1
semantic,0.0,0.0,0.0,0,0.74853515625,0.00439453125,0.6999308268229166,0,0.874267578125,interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=128:160|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=512:544|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=160:192|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=736:768,4,24,768,125266,72,3,smollm2_135m,hotpotqa,5a7f3c8f55429930675136c9,32,26,-4,4,2,2
exact,0.5,0.25,1.0,0,1.0,0.0,-0.08333333333333333,1,1.0,interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=0:32|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=256:288|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=128:160|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=320:352,4,24,768,125266,72,3,smollm2_135m,hotpotqa,5a7f3c8f55429930675136c9,32,26,-4,4,2,2
bm25,0.5,0.25,1.0,0,1.0,0.03369140625,-0.17470645904541016,1,1.0,interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=0:32|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=256:288|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=288:320|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=320:352,4,24,768,125266,72,3,smollm2_135m,hotpotqa,5a7f3c8f55429930675136c9,32,26,-4,4,2,2
approximate,0.5,0.25,1.0,0,1.0,0.0,0.7222188313802084,1,1.0,interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=0:32|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=256:288|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=192:224|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=288:320,4,24,768,125266,72,3,smollm2_135m,hotpotqa,5a7f3c8f55429930675136c9,32,26,-4,4,2,2
hybrid,1.0,0.25,0.5,1,0.8466796875,0.0068359375,0.7088623046875,0,0.92333984375,interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=512:544|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=32:64|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=288:320|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=352:384,4,24,768,125266,72,3,smollm2_135m,hotpotqa,5a7f3c8f55429930675136c9,32,26,-4,4,2,2
ngram,0.5,0.25,0.5,0,-0.75,0.0048828125,-0.9432169596354166,0,0.125,interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=256:288|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=0:32|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=288:320|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=320:352,4,24,768,125266,72,3,smollm2_135m,hotpotqa,5a7f3c8f55429930675136c9,32,26,-4,4,2,2
edit,0.5,0.25,1.0,0,1.0,0.0,0.7222188313802084,1,1.0,interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=0:32|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=256:288|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=192:224|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=288:320,4,24,768,125266,72,3,smollm2_135m,hotpotqa,5a7f3c8f55429930675136c9,32,26,-4,4,2,2
embedding,0.5,0.25,1.0,0,0.79833984375,0.01611328125,0.6486612955729166,1,0.899169921875,interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=0:32|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=480:512|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=256:288|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=416:448,4,24,768,125266,72,3,smollm2_135m,hotpotqa,5a7f3c8f55429930675136c9,32,26,-4,4,2,2
semantic,1.0,0.25,0.25,1,0.74853515625,0.00439453125,0.6999308268229166,0,0.874267578125,interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=128:160|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=512:544|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=480:512|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=32:64|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=288:320|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=416:448|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=64:96|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=352:384,8,24,768,125266,120,5,smollm2_135m,hotpotqa,5a7f3c8f55429930675136c9,32,26,-4,8,4,4
exact,1.0,0.25,1.0,1,1.0,0.0,-0.08333333333333333,1,1.0,interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=0:32|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=256:288|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=32:64|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=352:384|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=128:160|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=288:320|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=320:352|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=384:416,8,24,768,125266,120,5,smollm2_135m,hotpotqa,5a7f3c8f55429930675136c9,32,26,-4,8,4,4
bm25,1.0,0.25,1.0,1,1.0,0.03369140625,-0.17470645904541016,1,1.0,interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=0:32|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=256:288|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=320:352|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=288:320|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=32:64|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=576:608|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=224:256|interaction://hotpotqa/5a7f3c8f55429930675136c9#chunk=128:160,8,24,768,125266,120,5,smollm2_135m,hotpotqa,5a7f3c8f55429930675136c9,32,26,-4,8,4,4
